id,saleprice
1757,121471.43370500738
1758,138910.29943604162
1759,173864.8124445353
1760,164523.88360964606
1761,141216.71449397373
1762,167319.17926104914
1763,181561.89674472867
1764,120984.42354452958
1765,159673.77204349634
1766,178649.09558586363
1767,213521.46705633032
1768,143576.5187682902
1769,178869.52616450217
1770,145062.07601013163
1771,128060.35595385116
1772,142815.51969620143
1773,143288.3694896657
1774,131550.23234169514
1775,137375.261522017
1776,120989.49428744071
1777,121903.54928112052
1778,136287.61533009072
1779,113042.04486305015
1780,175068.87324127698
1781,140008.52444150666
1782,92548.32209032643
1783,142189.45586896213
1784,98248.97358453977
1785,113420.17511325072
1786,142867.6664476354
1787,165513.6675756682
1788,53329.19754096014
1789,85677.75043752872
1790,76166.1447813683
1791,158536.82866556253
1792,159817.63469621947
1793,128265.4807243907
1794,146607.32974390034
1795,139583.14314950776
1796,124651.87890546137
1797,110255.59927155725
1798,128771.22237277156
1799,111277.4125188152
1800,133760.26781562172
1801,136165.7831434826
1802,144914.75680436412
1803,141369.3866626513
1804,145446.29404856107
1805,134769.3726038354
1806,108626.07633452874
1807,125349.744781824
1808,116418.96786536208
1809,116343.5876469105
1810,147831.5467894635
1811,95486.53020216334
1812,94044.83073513438
1813,125227.7848013856
1814,92638.23388006794
1815,50298.06824577418
1816,98680.72878701861
1817,112867.40704816654
1818,138684.31092431094
1819,122279.46694862522
1820,66069.31089787431
1821,117072.2811001538
1822,150632.18484717252
1823,50258.674523640686
1824,137885.94790613497
1825,141044.00511916116
1826,102757.76037329427
1827,101117.96978679852
1828,142919.74526598427
1829,108703.95766498207
1830,152556.69133691755
1831,148056.95401756247
1832,87836.81300232162
1833,136089.81049139553
1834,122852.76044409146
1835,152756.20117078035
1836,123823.48126956847
1837,85315.89902228325
1838,112650.70337729818
1839,78797.4786486767
1840,152603.38788207958
1841,140053.17527576536
1842,73646.79483339342
1843,131071.88408758282
1844,134620.6448306772
1845,138124.1816217658
1846,151785.59221054072
1847,142762.41405632754
1848,55966.12576403745
1849,113094.64259094131
1850,126248.99823185735
1851,156319.74921515308
1852,128509.11335605315
1853,130535.19215592848
1854,177436.42851120717
1855,134413.6655265729
1856,226072.73334169443
1857,165489.15288369093
1858,133600.112440117
1859,118042.4155419072
1860,149062.72728368497
1861,118018.14546369981
1862,265353.3330511932
1863,252301.969613098
1864,252301.969613098
1865,330235.705833862
1866,325543.05753832543
1867,239488.3840780008
1868,277988.15498268517
1869,198240.7629297591
1870,251883.1933604411
1871,247183.97264707202
1872,170373.27478888223
1873,239185.34102716736
1874,135619.87702519307
1875,202069.00356867857
1876,189713.05146464356
1877,207495.9288888982
1878,215521.44452428355
1879,131825.37814111644
1880,136360.75888300262
1881,238082.6845746084
1882,236871.36972604351
1883,198762.070655823
1884,208229.95971562932
1885,251417.7587914073
1886,287617.0851618905
1887,207406.09987102795
1888,270002.8018736294
1889,162598.63715645086
1890,126426.74623118925
1891,142247.7003204868
1892,107593.36197775115
1893,133638.5992973041
1894,122557.23025919027
1895,137195.10571283617
1896,127443.3065819208
1897,102514.9956971868
1898,102483.3784478129
1899,147604.98790636382
1900,156158.26966011376
1901,185984.2805591239
1902,136450.78998141
1903,230413.61814386764
1904,148897.15740652557
1905,187943.4338282237
1906,173119.71245655458
1907,197054.5526218165
1908,113062.30868423244
1909,139753.82067268193
1910,120634.38265174656
1911,222410.41395519036
1912,295189.36548679083
1913,145012.7887096894
1914,57167.415959799066
1915,316623.476309782
1916,65718.18619002683
1917,264020.38084581564
1918,142085.75529531212
1919,165483.09026070207
1920,142989.78779595773
1921,371879.4855494342
1922,320280.8823491652
1923,211691.53691181532
1924,208720.82266755562
1925,198945.7424818241
1926,387336.0481661501
1927,137413.10425769718
1928,160338.15619146297
1929,119902.31369236858
1930,137867.76694704802
1931,144259.24237321116
1932,144979.96182054933
1933,186335.09674306939
1934,177860.0899001459
1935,171756.29891064097
1936,185678.88724399896
1937,185031.4624993847
1938,172766.69639482888
1939,247363.16190409032
1940,188246.84970122587
1941,173714.50934654646
1942,191724.492728027
1943,190087.64318313228
1944,327789.45132872695
1945,390297.7926823154
1946,149832.72055589253
1947,280659.6680689942
1948,176939.6851542116
1949,233510.5593578542
1950,180903.368385451
1951,263441.8694610377
1952,215561.10697532873
1953,161241.442455971
1954,190124.6237136346
1955,137012.8766754464
1956,286891.37371332286
1957,155740.02280514326
1958,311460.3020396152
1959,134908.0577429784
1960,121435.88693724101
1961,116757.04200940108
1962,93781.43335979639
1963,100771.68927528769
1964,113910.66616527249
1965,149490.23692656195
1966,160445.94038412126
1967,301977.97541935556
1968,357627.3659078622
1969,363675.77364224545
1970,354487.86391536286
1971,357783.95525621844
1972,357169.3021695538
1973,269188.29499921063
1974,324129.6115026611
1975,365696.47739016596
1976,276803.8681020867
1977,344547.65624151175
1978,355398.0435757635
1979,330384.9391546361
1980,189224.76289122424
1981,350821.6468158651
1982,222516.8514857891
1983,200589.14858278967
1984,164128.7862435989
1985,215112.33512204475
1986,208044.04472929434
1987,174174.73822124637
1988,177319.84883693667
1989,188605.8097499824
1990,216183.73078605568
1991,221793.75357858397
1992,209236.99826425358
1993,169269.6229158134
1994,233859.6459650149
1995,174782.97124951065
1996,237228.2058503976
1997,304149.7073926503
1998,329536.97223735263
1999,248785.38744098757
2000,324914.52274403133
2001,261355.36397310518
2002,224315.69019413512
2003,256432.543788113
2004,285257.15988167515
2005,217712.15615226934
2006,221395.17512588503
2007,245676.53772516825
2008,204987.2764133331
2009,189576.40433772033
2010,186915.3351654146
2011,145105.19507486824
2012,175248.12443354327
2013,182578.53098403645
2014,186291.12086556616
2015,203808.08856121046
2016,193841.06569487226
2017,192145.77417199593
2018,122151.85612257532
2019,129581.32177415973
2020,112620.42011043103
2021,113854.8765953692
2022,171626.80267429745
2023,145528.37704720077
2024,211467.28242906986
2025,334942.44038895296
2026,174516.5920999178
2027,157541.3287162454
2028,150614.71195383562
2029,183126.11165434503
2030,263857.5706881718
2031,229507.71168076573
2032,257357.50209123324
2033,254623.6985588233
2034,165111.79150361635
2035,207573.83160237424
2036,186773.93149808267
2037,197783.7707124739
2038,273780.772782243
2039,212446.96186782466
2040,303612.2914997587
2041,296976.1453288071
2042,198920.20738845956
2043,167843.24175970728
2044,165087.26516619153
2045,222532.49323270997
2046,135765.60480877664
2047,150291.62694787484
2048,139950.86401343925
2049,133169.94181644957
2050,184542.57661701718
2051,108243.19160155149
2052,123657.73035804262
2053,149422.33398052
2054,83034.55413720221
2055,156444.23346690682
2056,145992.21667416455
2057,123550.92313840016
2058,234373.15426523215
2059,126712.47530868583
2060,164375.48861777224
2061,182557.673049523
2062,135983.10742982922
2063,112545.07000917332
2064,140708.51245354855
2065,118913.54276712818
2066,165545.05544398693
2067,114093.0080466621
2068,132732.8472859736
2069,78234.85651894141
2070,112115.09230272044
2071,84777.12387559409
2072,129686.12427070971
2073,139149.6399963886
2074,181060.62741874412
2075,145285.93194074024
2076,123801.98224818618
2077,153168.25741779307
2078,129922.09580051295
2079,131510.99880628634
2080,125351.03455976215
2081,118057.57987861235
2082,122722.04184692702
2083,147230.05030935816
2084,116998.73785540214
2085,129005.50982504922
2086,107688.24684007457
2087,120230.3473648053
2088,95358.14074963555
2089,81001.08222387033
2090,123342.72920499006
2091,119117.25062828751
2092,118732.80164595254
2093,110501.95815812114
2094,129652.45673902417
2095,144296.93475511586
2096,71306.60271676256
2097,94152.33990491828
2098,145219.5294515364
2099,59030.32432255122
2100,89450.45729275084
2101,110439.05731001373
2102,133461.66537154448
2103,105314.3381453642
2104,125692.7116151905
2105,131192.3090093667
2106,61011.420000278296
2107,204821.53079261593
2108,112511.51648442149
2109,114893.46088226978
2110,129780.89193456687
2111,153179.8304125663
2112,134152.67528962498
2113,118547.95210415263
2114,109080.12678380913
2115,150304.66171692053
2116,114533.03313624192
2117,145322.19842685948
2118,119361.58804524697
2119,104099.50297833297
2120,109325.63234643578
2121,87988.12448907312
2122,100522.5369428042
2123,78378.31297153069
2124,157757.24851541407
2125,135108.28455418104
2126,157759.8058299467
2127,133023.39486226081
2128,124942.56949552354
2129,96120.5435909655
2130,135128.57884103633
2131,153540.58101079892
2132,112093.932573435
2133,114994.14095633799
2134,115903.43187217858
2135,99677.66863181947
2136,68867.00299629962
2137,103106.73754541151
2138,135250.91933855438
2139,152194.48227087772
2140,135548.0243423855
2141,144786.81605502105
2142,136355.69128833228
2143,144952.06379347076
2144,107506.61964991008
2145,134812.97112253733
2146,160451.37385801648
2147,132858.95416868935
2148,124764.17089291452
2149,138953.7930871944
2150,225878.78363311986
2151,131563.79338918097
2152,185434.16014515547
2153,159968.61572803755
2154,114030.33631709339
2155,135264.9911739324
2156,238856.5459161793
2157,231404.81493254888
2158,248396.0650114806
2159,210738.70055604956
2160,165129.163557031
2161,230961.75873906552
2162,329753.23451244214
2163,329742.3623470488
2164,248169.47119065275
2165,187828.2068308366
2166,145180.4888334101
2167,216447.39241802282
2168,199911.0274791347
2169,186569.366748222
2170,216754.2956823097
2171,146934.98374789933
2172,141837.70801876148
2173,157062.4463689929
2174,236272.04307826472
2175,324159.6631359015
2176,333961.7784008481
2177,254149.4891810509
2178,211779.9332968544
2179,144618.26766943917
2180,175683.09919250838
2181,188746.2855089094
2182,212783.87324207855
2183,193896.1777817983
2184,133860.39251356485
2185,123342.77034830315
2186,142890.752382922
2187,152952.54918407576
2188,156462.1947855762
2189,182884.63323475496
2190,84816.29742831638
2191,89335.04836029065
2192,91542.65243223283
2193,97183.43494249781
2194,104936.64661795578
2195,105393.00059652912
2196,99605.0376844051
2197,109559.38921294753
2198,165901.64266850683
2199,169453.37383229885
2200,137732.1185468239
2201,135579.88560668894
2202,204193.96865096682
2203,156053.47365947583
2204,188713.91905613898
2205,111222.47975991761
2206,128637.50415992521
2207,232646.74762010903
2208,244843.31874110826
2209,224728.3923204688
2210,123628.2351872128
2211,111445.8607470462
2212,111948.24322183647
2213,102353.80590458144
2214,143653.5442049214
2215,106921.17342814106
2216,132345.59991864936
2217,61727.19354159956
2218,79793.35730684253
2219,65184.845048832336
2220,72280.95021539218
2221,316623.476309782
2222,247828.58112641794
2223,271023.0725665274
2224,198728.767284636
2225,125641.90338646139
2226,167048.8307996929
2227,192786.40680875248
2228,273792.3842432725
2229,237520.50030815264
2230,166694.02006539013
2231,212215.64374546456
2232,172130.62074426853
2233,164029.32128942164
2234,252080.1134259035
2235,209735.81768994057
2236,263718.9888690659
2237,317497.99433996493
2238,199587.63224460732
2239,111928.37528813061
2240,163206.08768804662
2241,144983.3007236509
2242,128849.26427876041
2243,131631.18862329013
2244,101548.64530378928
2245,91384.77166720084
2246,141752.65126687524
2247,101851.54243836559
2248,129593.61985515666
2249,127456.82350937405
2250,132476.2867943902
2251,109171.09724642063
2252,174629.7953516851
2253,162639.58574692268
2254,178770.78134234613
2255,192678.71903233888
2256,181779.007306548
2257,189988.7818272238
2258,166032.79005576187
2259,177122.51064915681
2260,151467.86014688076
2261,181207.97785575944
2262,197155.78946814928
2263,335237.46401454555
2264,349538.67614788475
2265,168043.81935852184
2266,277419.5210554933
2267,309599.40124624973
2268,349916.9706947322
2269,149491.48441767995
2270,179473.39390071895
2271,231797.90518002206
2272,190854.67227290472
2273,164631.13423847087
2274,184380.14358930243
2275,156421.1451860845
2276,190566.06519039226
2277,178091.11944972712
2278,152731.7909630279
2279,128868.67731496519
2280,124828.28343592041
2281,161852.72864982317
2282,181246.95388773445
2283,94996.39222953831
2284,110243.02793524455
2285,159288.16400929797
2286,125156.01613383187
2287,345212.3334408542
2288,250854.4716867886
2289,345256.64834690344
2290,390413.9499983589
2291,321677.9490755307
2292,380334.34225173073
2293,361032.06247021275
2294,373126.9772515518
2295,388633.06016354985
2296,268750.0027383107
2297,318065.77961279295
2298,284983.0775172947
2299,352682.47007241537
2300,333428.0919579522
2301,278022.728688298
2302,231428.75395788735
2303,252076.33234912838
2304,247510.9049589812
2305,181454.84430397337
2306,176442.6860672567
2307,182562.3672318435
2308,225737.34005721365
2309,275166.70575275266
2310,200572.24865284926
2311,199898.70129740043
2312,179013.70442306797
2313,175382.58196644174
2314,164412.09176185864
2315,177416.05405147307
2316,185285.6404276401
2317,182661.22034747776
2318,180349.70624301024
2319,168166.72165068262
2320,176728.64962976464
2321,247460.98876754474
2322,173108.28807744326
2323,189184.41634362968
2324,167938.36579378523
2325,199415.93900523704
2326,166264.0127958061
2327,213704.8119164114
2328,224147.89661652633
2329,187156.63558171713
2330,175544.15231532563
2331,346436.3888298755
2332,338425.3798168091
2333,329745.91443628946
2334,258317.56227253587
2335,235283.9707765687
2336,318372.5584216913
2337,204801.94045257758
2338,272884.9660068465
2339,226337.1281213214
2340,373899.35000671796
2341,213094.27577267602
2342,240110.68696520032
2343,223952.318731604
2344,223040.09221260584
2345,246241.401591748
2346,207862.90890665603
2347,200566.75943272922
2348,223539.20327494317
2349,168370.3074397803
2350,300703.90519349783
2351,234570.39057212643
2352,242831.18301453453
2353,219328.73363405114
2354,123365.37911193813
2355,153547.78370194123
2356,149104.43953462577
2357,195656.80428526844
2358,193629.64897660702
2359,126262.38029069715
2360,125732.89533252391
2361,142673.76436213366
2362,273585.77573316987
2363,145612.87424320186
2364,158651.90137803127
2365,211997.78584589428
2366,184231.20293171305
2367,240214.5187007819
2368,216786.4783949995
2369,229134.5035307759
2370,181782.67874682977
2371,173130.53248037616
2372,183060.88882277303
2373,260934.38531090037
2374,285693.3927934649
2375,265728.9009309321
2376,273139.4506797455
2377,316816.70027824986
2378,141437.1200459667
2379,187666.51191937167
2380,144831.28070705498
2381,153511.41218738837
2382,191314.54872860975
2383,207038.19983743277
2384,250789.10023796646
2385,159896.45200335397
2386,134164.86545932025
2387,139736.04557888425
2388,100316.32587051736
2389,126752.72965477772
2390,145801.1002625555
2391,139265.35542303708
2392,119948.07102961178
2393,165688.26159514705
2394,146293.94659390277
2395,198880.2964900864
2396,141856.47628441686
2397,229400.39398841883
2398,120144.56999963892
2399,50590.11593668076
2400,57099.077975945474
2401,113896.86295575016
2402,142888.48813466722
2403,130515.18995543742
2404,144819.55710835056
2405,160287.24501141795
2406,142379.05848701778
2407,124413.11841260904
2408,144121.6742560175
2409,132561.03268184367
2410,164137.54815710502
2411,121247.49445115676
2412,155581.93088973028
2413,138878.14463332837
2414,137740.2607369348
2415,130334.2671771897
2416,123978.96832111626
2417,130109.85661146296
2418,126678.51543262498
2419,132396.1012602278
2420,125928.65991588547
2421,142201.06512665318
2422,117080.22754966753
2423,113862.32125507556
2424,163123.24090413295
2425,181123.7071134671
2426,125455.23376008577
2427,141603.0683939599
2428,178368.23204870248
2429,117316.58246019283
2430,128569.14315306325
2431,104250.29406180505
2432,142701.05965404378
2433,155822.02795389562
2434,141247.9219863459
2435,154249.1225910624
2436,105913.00983306681
2437,109052.64862025274
2438,126758.10995895631
2439,106243.64506419153
2440,124442.62254929569
2441,89825.21205356423
2442,95198.19454100462
2443,115034.00417571337
2444,125727.38952959466
2445,80224.6311771864
2446,116978.13625582053
2447,187672.89259448138
2448,128917.4354824146
2449,104580.53741977514
2450,143160.27233904324
2451,126338.36015894321
2452,200874.6991800918
2453,99736.36264839827
2454,128055.45866543353
2455,103288.95844457237
2456,133657.8373539601
2457,119164.71913693617
2458,103465.91988159773
2459,114535.22876911415
2460,131349.92099733403
2461,121095.91005831464
2462,139365.75031254152
2463,121468.97564618295
2464,145391.2027566249
2465,123212.46938397613
2466,107913.02235826435
2467,147897.42196867446
2468,74932.49425314424
2469,78290.2350764986
2470,176038.59025472682
2471,196698.57395484057
2472,157355.7590258397
2473,118226.22880232337
2474,85901.07716454794
2475,219427.52831207996
2476,116488.9742995896
2477,128991.32020144987
2478,153261.10573671802
2479,97296.19981994371
2480,142313.054213209
2481,117106.19994487822
2482,131221.9828793086
2483,117587.88297946325
2484,124914.60772265734
2485,126909.6169200528
2486,157206.61715639103
2487,170262.77243355635
2488,158889.17543572787
2489,145594.68453629912
2490,150973.0091998448
2491,81236.67367343632
2492,174434.32364784385
2493,135352.3817275012
2494,167363.17291201916
2495,78970.71906477069
2496,227595.03868337162
2497,152318.3590286535
2498,107974.84190959514
2499,93212.09791798392
2500,130500.91780835955
2501,141290.79105822305
2502,150570.84563219448
2503,92355.0815383701
2504,188940.5338621904
2505,216902.69408556813
2506,248298.98787300204
2507,277499.64000402956
2508,244327.92063223588
2509,215074.09781006345
2510,227682.9597429089
2511,180781.19675968474
2512,206881.55251320382
2513,214578.77979904594
2514,243340.23130968417
2515,151621.05497587382
2516,163919.46961089005
2517,136754.51604823003
2518,152371.8489113729
2519,230425.73703870422
2520,212456.887667404
2521,189137.20680323342
2522,219489.8717039068
2523,120652.99331092791
2524,140575.7191367637
2525,144776.87017452114
2526,138102.7901555616
2527,113257.00840444202
2528,130831.75737776567
2529,132391.7181249164
2530,115933.0728563905
2531,254870.07599985605
2532,226508.3883324715
2533,197511.29724565893
2534,232005.84787393681
2535,312105.63508049917
2536,228946.65604330084
2537,226497.834971712
2538,179106.98100823048
2539,186848.46754467263
2540,166536.06575401837
2541,181247.60384105888
2542,168521.91114551414
2543,129325.35966224075
2544,129656.34150935967
2545,120161.80697390383
2546,128436.7321099292
2547,135445.834328644
2548,148276.92717568157
2549,166084.72622465531
2550,279417.7759805814
2551,140188.69894911486
2552,129203.3608795774
2553,81437.988431804
2554,107438.62557538218
2555,111072.75713432669
2556,100945.72131722812
2557,113840.56291071657
2558,148618.62025031872
2559,137184.56028441005
2560,143774.6593196213
2561,146262.82995571964
2562,138681.5939628047
2563,146650.4519205338
2564,189929.00576478164
2565,134385.94371056638
2566,145403.54583223112
2567,137036.6256777036
2568,203422.09107324298
2569,213059.45159247826
2570,123979.044180904
2571,173707.71105142919
2572,173273.27551101576
2573,225555.70403168484
2574,274704.73661487433
2575,124441.1414589573
2576,129730.34351234973
2577,171381.47504823943
2578,83764.4377576841
2579,78185.75425920328
2580,125120.46187450415
2581,123255.03880237858
2582,106652.13914605397
2583,278355.75178474124
2584,155123.78018831764
2585,175176.53050204302
2586,215482.44661768564
2587,197837.6093046088
2588,165919.01534533012
2589,152114.5552718783
2590,218368.54014000186
2591,211132.83956222856
2592,214524.55956789997
2593,242651.11450449724
2594,167941.28984449763
2595,191703.55460764418
2596,329990.0834941858
2597,177778.79051758902
2598,269951.41839370516
2599,296698.4191792962
2600,123814.15333963888
2601,134954.41959355236
2602,82680.1944737271
2603,87294.67496225702
2604,78342.77176094915
2605,77519.97644923627
2606,145685.58980490357
2607,173899.96977187373
2608,200234.70672302743
2609,172505.3078852619
2610,113096.22704952623
2611,120037.23052216643
2612,154574.3309871894
2613,131199.38718336177
2614,129352.04963384285
2615,147674.3792213619
2616,143833.91597638512
2617,169620.30642460246
2618,202833.10042857588
2619,205185.40035778083
2620,189294.84242163054
2621,179722.46955681057
2622,179814.10861710348
2623,232826.59391290057
2624,307074.62713744445
2625,303002.3510721285
2626,170413.8992600048
2627,175049.50184722058
2628,409611.8759152921
2629,402077.9241881743
2630,340705.41075141693
2631,397894.1194491204
2632,357994.9048025713
2633,298234.1698531392
2634,369290.1338163874
2635,155863.78879430422
2636,183040.6959482404
2637,186909.81109737794
2638,237269.49093177702
2639,180433.34991506732
2640,150258.2693251814
2641,103610.55173665061
2642,190296.4351280589
2643,99747.08478011975
2644,128424.12455561948
2645,96916.7415010125
2646,91441.47481096072
2647,95576.78580534803
2648,139828.8875721425
2649,143531.54706109545
2650,156777.58687293023
2651,147158.04239936155
2652,366056.86144443834
2653,237336.81993100356
2654,227322.3668607321
2655,372219.33363407804
2656,304109.4261861592
2657,323192.0115247776
2658,260495.62361466687
2659,304062.44284167036
2660,340490.1082641919
2661,339472.85869605525
2662,332767.0385040525
2663,302617.52764175076
2664,257265.4986971982
2665,328190.1277219853
2666,278065.59790670115
2667,167507.28740680357
2668,176255.35964061742
2669,165915.23604103012
2670,272086.41507506545
2671,177188.6475592465
2672,181740.9339998793
2673,217858.93580631015
2674,210908.76094898145
2675,167262.93263649047
2676,183909.20025025128
2677,187257.7592720625
2678,253580.39711358814
2679,283791.25482591096
2680,272602.74693774903
2681,363797.8950299593
2682,322678.1041195706
2683,397222.74271019665
2684,312245.16197988443
2685,343838.53800304874
2686,233381.92401568557
2687,301750.3146428566
2688,224271.878157372
2689,204809.67131751447
2690,322011.84291251004
2691,188917.66082612515
2692,129822.03237224898
2693,191425.50906898765
2694,121082.58980644165
2695,190421.99958618617
2696,181624.43280249694
2697,187901.6477842654
2698,189107.53182113095
2699,170906.61792366192
2700,161211.78193764234
2701,154793.30569579647
2702,112948.17625816097
2703,130987.25446013884
2704,146050.88951002512
2705,123562.72928335484
2706,121195.89171507255
2707,131089.80035866043
2708,136993.67705384915
2709,109873.07454617498
2710,125839.21078241279
2711,255152.0774821981
2712,346031.0437277043
2713,175099.376752009
2714,152422.9897123886
2715,173191.40332642512
2716,157080.5552085487
2717,182394.79856523927
2718,219461.65442903523
2719,154209.64748615806
2720,175534.14489948782
2721,139043.29999782355
2722,153182.22113458035
2723,145747.0343647587
2724,129354.13695290845
2725,135055.38476982652
2726,147666.31121186947
2727,181878.224769463
2728,172679.98702037643
2729,151978.00751241503
2730,145487.3304955442
2731,127164.46528122856
2732,125869.78751167946
2733,163212.37299162406
2734,136981.5939748783
2735,139377.73759874536
